EDGE_ID,SOURCE_ID,TARGET_ID,REL_TYPE,PROPERTIES_VARIANT,INGESTED_AT
edge-845,dev:olt-xg14,port:olt-xg14:p1/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.346422
edge-846,dev:olt-xg14,port:olt-xg14:p1/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.346611
edge-847,dev:olt-xg14,port:olt-xg14:p1/2,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.346733
edge-848,dev:olt-xg14,port:olt-xg14:p1/3,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.346794
edge-849,port:olt-xg14:x1/0,link:olt-xg14:x1/0--acx-03:xe-0/0/2,TERMINATES,"{""link_end"": ""a"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.346853
edge-850,port:acx-03:xe-0/0/2,link:olt-xg14:x1/0--acx-03:xe-0/0/2,TERMINATES,"{""link_end"": ""z"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.346941
edge-851,port:olt-xg14:p1/0,pon:olt-xg14-0,SERVES,"{""source"": ""calix_export"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.347588
edge-852,pon:olt-xg14-0,spl:olt-xg14-0,FEEDS,"{""source"": ""osp_records"", ""method"": ""manual"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 0.8}",2026-09-02T13:16:37.347684
edge-853,port:olt-xg14:p1/1,pon:olt-xg14-1,SERVES,"{""source"": ""calix_export"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.347797
edge-854,pon:olt-xg14-1,spl:olt-xg14-1,FEEDS,"{""source"": ""osp_records"", ""method"": ""manual"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 0.8}",2026-09-02T13:16:37.347882
edge-855,port:olt-xg14:p1/2,pon:olt-xg14-2,SERVES,"{""source"": ""calix_export"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.347962
edge-856,pon:olt-xg14-2,spl:olt-xg14-2,FEEDS,"{""source"": ""osp_records"", ""method"": ""manual"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 0.8}",2026-09-02T13:16:37.348052
edge-857,port:olt-xg14:p1/3,pon:olt-xg14-3,SERVES,"{""source"": ""calix_export"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.348157
edge-858,pon:olt-xg14-3,spl:olt-xg14-3,FEEDS,"{""source"": ""osp_records"", ""method"": ""manual"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 0.8}",2026-09-02T13:16:37.348233
edge-859,site:09,dev:olt-xg15,CONTAINS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.348285
edge-860,dev:olt-xg15,sw:axos-R26.1.0,RUNS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.348359
edge-861,dev:olt-xg15,port:olt-xg15:x1/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.348492
edge-862,dev:olt-xg15,port:olt-xg15:x1/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.348667
edge-863,dev:olt-xg15,port:olt-xg15:p1/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.348760
edge-864,dev:olt-xg15,port:olt-xg15:p1/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.348814
edge-865,dev:olt-xg15,port:olt-xg15:p1/2,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.348861
edge-866,dev:olt-xg15,port:olt-xg15:p1/3,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.348918
edge-867,port:olt-xg15:x1/0,link:olt-xg15:x1/0--acx-06:xe-0/0/3,TERMINATES,"{""link_end"": ""a"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.349073
edge-868,port:acx-06:xe-0/0/3,link:olt-xg15:x1/0--acx-06:xe-0/0/3,TERMINATES,"{""link_end"": ""z"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.349203
edge-869,port:olt-xg15:p1/0,pon:olt-xg15-0,SERVES,"{""source"": ""calix_export"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.349261
edge-870,pon:olt-xg15-0,spl:olt-xg15-0,FEEDS,"{""source"": ""osp_records"", ""method"": ""manual"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 0.8}",2026-09-02T13:16:37.349322
edge-871,port:olt-xg15:p1/1,pon:olt-xg15-1,SERVES,"{""source"": ""calix_export"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.349375
edge-872,pon:olt-xg15-1,spl:olt-xg15-1,FEEDS,"{""source"": ""osp_records"", ""method"": ""manual"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 0.8}",2026-09-02T13:16:37.349426
edge-873,port:olt-xg15:p1/2,pon:olt-xg15-2,SERVES,"{""source"": ""calix_export"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.349474
edge-874,pon:olt-xg15-2,spl:olt-xg15-2,FEEDS,"{""source"": ""osp_records"", ""method"": ""manual"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 0.8}",2026-09-02T13:16:37.349518
edge-875,port:olt-xg15:p1/3,pon:olt-xg15-3,SERVES,"{""source"": ""calix_export"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.349569
edge-876,pon:olt-xg15-3,spl:olt-xg15-3,FEEDS,"{""source"": ""osp_records"", ""method"": ""manual"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 0.8}",2026-09-02T13:16:37.349616
edge-877,site:04,dev:olt-xg16,CONTAINS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.349665
edge-878,dev:olt-xg16,sw:axos-R26.1.0,RUNS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.349713
edge-879,dev:olt-xg16,port:olt-xg16:x1/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.349775
edge-880,dev:olt-xg16,port:olt-xg16:x1/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.349923
edge-881,dev:olt-xg16,port:olt-xg16:p1/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.350012
edge-882,dev:olt-xg16,port:olt-xg16:p1/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.350065
edge-883,dev:olt-xg16,port:olt-xg16:p1/2,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.350114
edge-884,dev:olt-xg16,port:olt-xg16:p1/3,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.350163
edge-885,port:olt-xg16:x1/0,link:olt-xg16:x1/0--acx-09:xe-0/0/0,TERMINATES,"{""link_end"": ""a"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.350210
edge-886,port:acx-09:xe-0/0/0,link:olt-xg16:x1/0--acx-09:xe-0/0/0,TERMINATES,"{""link_end"": ""z"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.350288
edge-887,port:olt-xg16:p1/0,pon:olt-xg16-0,SERVES,"{""source"": ""calix_export"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.350342
edge-888,pon:olt-xg16-0,spl:olt-xg16-0,FEEDS,"{""source"": ""osp_records"", ""method"": ""manual"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 0.8}",2026-09-02T13:16:37.350410
edge-889,port:olt-xg16:p1/1,pon:olt-xg16-1,SERVES,"{""source"": ""calix_export"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.350474
edge-890,pon:olt-xg16-1,spl:olt-xg16-1,FEEDS,"{""source"": ""osp_records"", ""method"": ""manual"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 0.8}",2026-09-02T13:16:37.350640
edge-891,port:olt-xg16:p1/2,pon:olt-xg16-2,SERVES,"{""source"": ""calix_export"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.350707
edge-892,pon:olt-xg16-2,spl:olt-xg16-2,FEEDS,"{""source"": ""osp_records"", ""method"": ""manual"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 0.8}",2026-09-02T13:16:37.350755
edge-893,port:olt-xg16:p1/3,pon:olt-xg16-3,SERVES,"{""source"": ""calix_export"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.350799
edge-894,pon:olt-xg16-3,spl:olt-xg16-3,FEEDS,"{""source"": ""osp_records"", ""method"": ""manual"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 0.8}",2026-09-02T13:16:37.350841
edge-895,site:07,dev:olt-xg17,CONTAINS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.350889
edge-896,dev:olt-xg17,sw:axos-R26.1.0,RUNS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.350928
edge-897,dev:olt-xg17,port:olt-xg17:x1/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.350986
edge-898,dev:olt-xg17,port:olt-xg17:x1/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.351042
edge-899,dev:olt-xg17,port:olt-xg17:p1/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.351100
edge-900,dev:olt-xg17,port:olt-xg17:p1/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.351171
edge-901,dev:olt-xg17,port:olt-xg17:p1/2,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.351249
edge-902,dev:olt-xg17,port:olt-xg17:p1/3,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.351341
edge-903,port:olt-xg17:x1/0,link:olt-xg17:x1/0--acx-12:xe-0/0/1,TERMINATES,"{""link_end"": ""a"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.351413
edge-904,port:acx-12:xe-0/0/1,link:olt-xg17:x1/0--acx-12:xe-0/0/1,TERMINATES,"{""link_end"": ""z"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.351482
edge-905,port:olt-xg17:p1/0,pon:olt-xg17-0,SERVES,"{""source"": ""calix_export"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.351531
edge-906,pon:olt-xg17-0,spl:olt-xg17-0,FEEDS,"{""source"": ""osp_records"", ""method"": ""manual"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 0.8}",2026-09-02T13:16:37.351652
edge-907,port:olt-xg17:p1/1,pon:olt-xg17-1,SERVES,"{""source"": ""calix_export"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.351704
edge-908,pon:olt-xg17-1,spl:olt-xg17-1,FEEDS,"{""source"": ""osp_records"", ""method"": ""manual"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 0.8}",2026-09-02T13:16:37.351767
edge-909,port:olt-xg17:p1/2,pon:olt-xg17-2,SERVES,"{""source"": ""calix_export"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.351823
edge-910,pon:olt-xg17-2,spl:olt-xg17-2,FEEDS,"{""source"": ""osp_records"", ""method"": ""manual"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 0.8}",2026-09-02T13:16:37.351865
edge-911,port:olt-xg17:p1/3,pon:olt-xg17-3,SERVES,"{""source"": ""calix_export"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.351906
edge-912,pon:olt-xg17-3,spl:olt-xg17-3,FEEDS,"{""source"": ""osp_records"", ""method"": ""manual"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 0.8}",2026-09-02T13:16:37.351952
edge-913,site:10,dev:olt-xg18,CONTAINS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.352014
edge-914,dev:olt-xg18,sw:axos-R26.1.0,RUNS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.352132
edge-915,dev:olt-xg18,port:olt-xg18:x1/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.352198
edge-916,dev:olt-xg18,port:olt-xg18:x1/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.352371
edge-917,dev:olt-xg18,port:olt-xg18:p1/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.352457
edge-918,dev:olt-xg18,port:olt-xg18:p1/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.352561
edge-919,dev:olt-xg18,port:olt-xg18:p1/2,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.352616
edge-920,dev:olt-xg18,port:olt-xg18:p1/3,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.352719
edge-921,port:olt-xg18:x1/0,link:olt-xg18:x1/0--acx-15:xe-0/0/2,TERMINATES,"{""link_end"": ""a"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.352771
edge-922,port:acx-15:xe-0/0/2,link:olt-xg18:x1/0--acx-15:xe-0/0/2,TERMINATES,"{""link_end"": ""z"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.352802
edge-923,port:olt-xg18:p1/0,pon:olt-xg18-0,SERVES,"{""source"": ""calix_export"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.352866
edge-924,pon:olt-xg18-0,spl:olt-xg18-0,FEEDS,"{""source"": ""osp_records"", ""method"": ""manual"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 0.8}",2026-09-02T13:16:37.352940
edge-925,port:olt-xg18:p1/1,pon:olt-xg18-1,SERVES,"{""source"": ""calix_export"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.353000
edge-926,pon:olt-xg18-1,spl:olt-xg18-1,FEEDS,"{""source"": ""osp_records"", ""method"": ""manual"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 0.8}",2026-09-02T13:16:37.353065
edge-927,port:olt-xg18:p1/2,pon:olt-xg18-2,SERVES,"{""source"": ""calix_export"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.353122
edge-928,pon:olt-xg18-2,spl:olt-xg18-2,FEEDS,"{""source"": ""osp_records"", ""method"": ""manual"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 0.8}",2026-09-02T13:16:37.353174
edge-929,port:olt-xg18:p1/3,pon:olt-xg18-3,SERVES,"{""source"": ""calix_export"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.353288
edge-930,pon:olt-xg18-3,spl:olt-xg18-3,FEEDS,"{""source"": ""osp_records"", ""method"": ""manual"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 0.8}",2026-09-02T13:16:37.353400
